# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1708592	1709809	+							A39U_RS0108300	1218		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1708592	1709809	+	WP_010666697.1	WP_010666697.1		trypsin-like peptidase domain-containing protein			A39U_RS0108300	1218	405	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1710068	1710589	+							A39U_RS0108305	522		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1710068	1710589	+	WP_026200089.1	WP_026200089.1		translation initiation factor IF-3			A39U_RS0108305	522	173	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1710772	1712736	-							A39U_RS0108310	1965		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1710772	1712736	-	WP_010666699.1	WP_010666699.1		sensor N-terminal transmembrane domain-containing protein			A39U_RS0108310	1965	654	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1712763	1713518	-							A39U_RS0108315	756		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1712763	1713518	-	WP_010666700.1	WP_010666700.1		response regulator transcription factor			A39U_RS0108315	756	251	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1713776	1714387	+							A39U_RS0108320	612		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1713776	1714387	+	WP_010666701.1	WP_010666701.1		nucleotide exchange factor GrpE			A39U_RS0108320	612	203	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1714559	1716469	+					dnaK		A39U_RS0108325	1911		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1714559	1716469	+	WP_018308050.1	WP_018308050.1		molecular chaperone DnaK	dnaK		A39U_RS0108325	1911	636	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1716638	1717783	+					dnaJ		A39U_RS0108330	1146		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1716638	1717783	+	WP_010669006.1	WP_010669006.1		molecular chaperone DnaJ	dnaJ		A39U_RS0108330	1146	381	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1717860	1719674	-					treF		A39U_RS0108335	1815		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1717860	1719674	-	WP_010666098.1	WP_010666098.1		alpha,alpha-trehalase TreF	treF		A39U_RS0108335	1815	604	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1720003	1721463	+					tldD		A39U_RS0108340	1461		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1720003	1721463	+	WP_026200091.1	WP_026200091.1		metalloprotease TldD	tldD		A39U_RS0108340	1461	486	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1722928	1723113	+							A39U_RS19550	186		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1722928	1723113	+	WP_010667749.1	WP_010667749.1		hypothetical protein			A39U_RS19550	186	61	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1723382	1724746	+							A39U_RS0108355	1365		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1723382	1724746	+	WP_010667751.1	WP_010667751.1		cyclic nucleotide-binding protein			A39U_RS0108355	1365	454	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1725069	1726313	+							A39U_RS0108360	1245		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1725069	1726313	+	WP_187326312.1	WP_187326312.1		cysteine desulfurase			A39U_RS0108360	1245	414	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1726478	1726894	+							A39U_RS0108365	417		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1726478	1726894	+	WP_018308052.1	WP_018308052.1		YeeE/YedE family protein			A39U_RS0108365	417	138	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1726898	1727317	+							A39U_RS0108370	420		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1726898	1727317	+	WP_010668851.1	WP_010668851.1		YeeE/YedE family protein			A39U_RS0108370	420	139	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1727944	1728342	-							A39U_RS0108375	399		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1727944	1728342	-	WP_010667579.1	WP_010667579.1		nuclear transport factor 2 family protein			A39U_RS0108375	399	132	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1728425	1729291	-							A39U_RS0108380	867		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1728425	1729291	-	WP_010667580.1	WP_010667580.1		SDR family oxidoreductase			A39U_RS0108380	867	288	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1729400	1729759	+							A39U_RS0108385	360		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1729400	1729759	+	WP_010667581.1	WP_010667581.1		helix-turn-helix transcriptional regulator			A39U_RS0108385	360	119	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1729863	1730132	+							A39U_RS19555	270		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1729863	1730132	+	WP_132012066.1	WP_132012066.1		hypothetical protein			A39U_RS19555	270	89	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1730396	1731421	-					recA		A39U_RS0108400	1026		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1730396	1731421	-	WP_026200093.1	WP_026200093.1		recombinase RecA	recA		A39U_RS0108400	1026	341	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1731913	1732971	+					queA		A39U_RS0108405	1059		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1731913	1732971	+	WP_026200094.1	WP_026200094.1		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA		A39U_RS0108405	1059	352	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1732968	1733174	+							A39U_RS0108410	207		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1732968	1733174	+	WP_018308055.1	WP_018308055.1		hypothetical protein			A39U_RS0108410	207	68	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1733171	1734334	+					tgt		A39U_RS0108415	1164		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1733171	1734334	+	WP_018308056.1	WP_018308056.1		tRNA guanosine(34) transglycosylase Tgt	tgt		A39U_RS0108415	1164	387	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1734464	1735006	-							A39U_RS0108420	543		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1734464	1735006	-	WP_018308057.1	WP_018308057.1		Dabb family protein			A39U_RS0108420	543	180	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1735219	1736148	+							A39U_RS0108425	930		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1735219	1736148	+	WP_010669135.1	WP_010669135.1		nucleoside hydrolase			A39U_RS0108425	930	309	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1736476	1737591	-							A39U_RS0108430	1116		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1736476	1737591	-	WP_018308058.1	WP_018308058.1		threonine aldolase			A39U_RS0108430	1116	371	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1737652	1738617	+					folD		A39U_RS0108435	966		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1737652	1738617	+	WP_010669003.1	WP_010669003.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		A39U_RS0108435	966	321	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1738767	1740035	-							A39U_RS0108440	1269		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1738767	1740035	-	WP_018308059.1	WP_018308059.1		AGE family epimerase/isomerase			A39U_RS0108440	1269	422	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1740028	1740888	-							A39U_RS0108445	861		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1740028	1740888	-	WP_010668578.1	WP_010668578.1		glucose 1-dehydrogenase			A39U_RS0108445	861	286	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1741211	1742335	-							A39U_RS0108450	1125		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1741211	1742335	-	WP_010666186.1	WP_010666186.1		acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit			A39U_RS0108450	1125	374	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1742339	1743367	-							A39U_RS0108455	1029		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1742339	1743367	-	WP_010666185.1	WP_010666185.1		alpha-ketoacid dehydrogenase subunit beta			A39U_RS0108455	1029	342	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1743397	1744362	-							A39U_RS0108460	966		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1743397	1744362	-	WP_010666184.1	WP_010666184.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			A39U_RS0108460	966	321	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1744563	1745483	+							A39U_RS0108465	921		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1744563	1745483	+	WP_018308061.1	WP_018308061.1		GAF domain-containing protein			A39U_RS0108465	921	306	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1745669	1746952	-					serS		A39U_RS0108470	1284		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1745669	1746952	-	WP_010668524.1	WP_010668524.1		serine--tRNA ligase	serS		A39U_RS0108470	1284	427	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1746952	1747728	-					tatC		A39U_RS0108475	777		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1746952	1747728	-	WP_048874172.1	WP_048874172.1		twin-arginine translocase subunit TatC	tatC		A39U_RS0108475	777	258	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1747761	1748423	-					tatB		A39U_RS0108480	663		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1747761	1748423	-	WP_010668522.1	WP_010668522.1		Sec-independent protein translocase protein TatB	tatB		A39U_RS0108480	663	220	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1749278	1750642	+							A39U_RS0108490	1365		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1749278	1750642	+	WP_010669142.1	WP_010669142.1		lipopolysaccharide biosynthesis protein			A39U_RS0108490	1365	454	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1750577	1751554	-							A39U_RS18135	978		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1750577	1751554	-	WP_158320008.1	WP_158320008.1		glycosyltransferase			A39U_RS18135	978	325	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1751560	1752564	-							A39U_RS0108500	1005		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1751560	1752564	-	WP_010667895.1	WP_010667895.1		mitochondrial fission ELM1 family protein			A39U_RS0108500	1005	334	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1752668	1753636	-							A39U_RS18140	969		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1752668	1753636	-	WP_081470993.1	WP_081470993.1		metallophosphoesterase			A39U_RS18140	969	322	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1753951	1755084	+							A39U_RS0108520	1134		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1753951	1755084	+	WP_010667898.1	WP_010667898.1		hypothetical protein			A39U_RS0108520	1134	377	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1755063	1756178	-							A39U_RS0108525	1116		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1755063	1756178	-	WP_010667899.1	WP_010667899.1		glycosyltransferase			A39U_RS0108525	1116	371	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1756151	1757008	-							A39U_RS0108530	858		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1756151	1757008	-	WP_196800551.1	WP_196800551.1		hypothetical protein			A39U_RS0108530	858	285	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1757608	1759947	-							A39U_RS0108535	2340		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1757608	1759947	-	WP_010667669.1	WP_010667669.1		glycosyltransferase			A39U_RS0108535	2340	779	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1760121	1760558	-							A39U_RS0108540	438		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1760121	1760558	-	WP_010667668.1	WP_010667668.1		hypothetical protein			A39U_RS0108540	438	145	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1760705	1761172	+							A39U_RS0108545	468		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1760705	1761172	+	WP_010667667.1	WP_010667667.1		HPr kinase			A39U_RS0108545	468	155	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1761383	1762465	+					rapZ		A39U_RS0108555	1083		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1761383	1762465	+	WP_010667665.1	WP_010667665.1		RNase adapter RapZ	rapZ		A39U_RS0108555	1083	360	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1762462	1762998	+							A39U_RS0108560	537		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1762462	1762998	+	WP_010667664.1	WP_010667664.1		PTS fructose transporter subunit IIA			A39U_RS0108560	537	178	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1762998	1763306	+							A39U_RS0108565	309		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1762998	1763306	+	WP_010667663.1	WP_010667663.1		HPr family phosphocarrier protein			A39U_RS0108565	309	102	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1763419	1765260	+					ptsP		A39U_RS0108570	1842		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1763419	1765260	+	WP_010667661.1	WP_010667661.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		A39U_RS0108570	1842	613	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1765288	1766433	-							A39U_RS18145	1146		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1765288	1766433	-	WP_018308067.1	WP_018308067.1		hypothetical protein			A39U_RS18145	1146	381	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1766532	1767461	-					hemF		A39U_RS0108580	930		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1766532	1767461	-	WP_010667382.1	WP_010667382.1		oxygen-dependent coproporphyrinogen oxidase	hemF		A39U_RS0108580	930	309	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1767848	1768951	+					queG		A39U_RS0108585	1104		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1767848	1768951	+	WP_018308068.1	WP_018308068.1		tRNA epoxyqueuosine(34) reductase QueG	queG		A39U_RS0108585	1104	367	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1768948	1769217	+							A39U_RS0108590	270		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1768948	1769217	+	WP_010668686.1	WP_010668686.1		ribbon-helix-helix domain-containing protein			A39U_RS0108590	270	89	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1769425	1769601	+							A39U_RS19560	177		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1769425	1769601	+	WP_010668685.1	WP_010668685.1		hypothetical protein			A39U_RS19560	177	58	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1769702	1770529	+							A39U_RS0108600	828		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1769702	1770529	+	WP_010668684.1	WP_010668684.1		TerB family tellurite resistance protein			A39U_RS0108600	828	275	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1770538	1771365	-							A39U_RS0108605	828		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1770538	1771365	-	WP_010668683.1	WP_010668683.1		siderophore-interacting protein			A39U_RS0108605	828	275	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1771380	1771994	-							A39U_RS0108610	615		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1771380	1771994	-	WP_010668682.1	WP_010668682.1		PadR family transcriptional regulator			A39U_RS0108610	615	204	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1772154	1773206	-							A39U_RS0108615	1053		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1772154	1773206	-	WP_010668681.1	WP_010668681.1		glycosyltransferase			A39U_RS0108615	1053	350	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1773471	1773710	+							A39U_RS0108620	240		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1773471	1773710	+	WP_187326321.1	WP_187326321.1		(2Fe-2S)-binding protein			A39U_RS0108620	240	79	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1773898	1775601	-							A39U_RS0108625	1704		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1773898	1775601	-	WP_018308070.1	WP_018308070.1		hypothetical protein			A39U_RS0108625	1704	567	
gene	protein_coding	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1775722	1777059	-					guaD		A39U_RS0108630	1338		
CDS	with_protein	GCF_000379545.1	Primary Assembly	unplaced scaffold		NZ_KB902575.1	1775722	1777059	-	WP_010668156.1	WP_010668156.1		guanine deaminase	guaD		A39U_RS0108630	1338	445	
